#SampleID	CF010.-355D.RA5.01.35268.mzXML	CF012.23D.RA1.01.35522.mzXML	CF034.-327D.RA9.01.35276.mzXML	CF034.51D.RH4.01.35446.mzXML	CF037.-196D.RD8.01.35352.mzXML	CF041.-222D.RC9.01.35328.mzXML	CF046.-140D.RE10.01.35382.mzXML	CF053.0D.RF12.01.35412.mzXML	CF061.-140D.RE9.01.35380.mzXML	CF061.-14D.RF9.01.35406.mzXML	CF064.-222D.RC10.01.35330.mzXML	CF066.-131D.RF2.01.35392.mzXML	CF069.-173D.RE1.01.35364.mzXML	CF075.156D.BA7.01.35481.mzXML	CF077.-131D.RF1.01.35390.mzXML	CF082.-161D.RE3.01.35368.mzXML	CF083.-313D.RB1.01.35286.mzXML	CF086.-243D.RC4.01.35318.mzXML	CF092.21D.RG12.01.35437.mzXML	CF093.65D.RH5.01.35448.mzXML	CF095.-14D.RF10.01.35408.mzXML	CF104.0D.RF11.01.35410.mzXML	CF107.-215D.RC12.01.35334.mzXML	CF130.-271D.RB11.01.35306.mzXML	CF138.23D.RH1.01.35440.mzXML	CF139.-313D.RB2.01.35288.mzXML	CF142.-180D.RD11.01.35358.mzXML	CF146.91D.RH9.01.35456.mzXML	CF148.-243D.RC3.01.35316.mzXML	CF149.-327D.RA8.01.35274.mzXML	CF151.-243D.RC2.01.35314.mzXML	CF151.14D.RG6.01.35425.mzXML	CF154.-327D.RA10.01.35278.mzXML	CF157.-159D.RE5.01.35372.mzXML	CF160.-224D.RC8.01.35326.mzXML	CF167.-203D.RD5.01.35346.mzXML	CF175.-138D.RE12.01.35386.mzXML	CF176.133D.BA4.01.35474.mzXML	CF178.-278D.RB10.01.35304.mzXML	CF188.-194D.RD9.01.35354.mzXML	CF188.23D.RH2.01.35442.mzXML	CF189.-61D.RF6.01.35400.mzXML	CF193.-285D.RB9.01.35302.mzXML	CF204.-215D.RD2.01.35340.mzXML	CF211.-168D.RE2.01.35366.mzXML	CF217.14D.RA2.01.35524.mzXML	CF222.-320D.RA11.01.35280.mzXML	CF225.-201D.RD6.01.35348.mzXML	CF229.-271D.RB12.01.35308.mzXML	CF230.-313D.RB3.01.35290.mzXML	CF230.2D.RG4.01.35421.mzXML	CF231.-285D.RB8.01.35300.mzXML	CF234.-124D.RF3.01.35394.mzXML	CF235.-285D.RB7.01.35298.mzXML	CF236.-362D.RA2.01.35262.mzXML	CF239.-336D.RA6.01.35270.mzXML	CF246.-215D.RD1.01.35338.mzXML	CF247.135D.BA6.01.35478.mzXML	CF252.-138D.RE11.01.35384.mzXML	CF252.114D.RA3.01.35526.mzXML	CF254.-0D.RG1.01.35415.mzXML	CF259.2D.RG2.01.35417.mzXML	CF259.79D.RH7.01.35452.mzXML	CF262.-187D.RD10.01.35356.mzXML	CF264.-124D.RF5.01.35398.mzXML	CF269.-152D.RE7.01.35376.mzXML	CF272.-362D.RA1.01.35260.mzXML	CF277.-159D.RE4.01.35370.mzXML	CF278.-217D.RC11.01.35332.mzXML	CF282.-208D.RD3.01.35342.mzXML	CF287.-243D.RC5.01.35320.mzXML	CF290.-173D.RD12.01.35360.mzXML	CF292.135D.BA5.01.35476.mzXML	CF298.-320D.RA12.01.35282.mzXML	CF299.-299D.RB5.01.35294.mzXML	CF301.156D.BA8.01.35483.mzXML	CF302.2D.RA4.01.35528.mzXML	CF312.-152D.RE8.01.35378.mzXML	CF318.-236D.RC6.01.35322.mzXML	CF318.-299D.RB4.01.35292.mzXML	CF318.-344D.RA7.01.35272.mzXML	CF318.-355D.RA4.01.35266.mzXML	CF318.114D.RH12.01.35462.mzXML	CF318.79D.RH8.01.35454.mzXML	CF318.93D.RH11.01.35460.mzXML	CF326.2D.RG5.01.35423.mzXML	CF328.-61D.RF7.01.35402.mzXML	CF338.-208D.RD4.01.35344.mzXML	CF339.-159D.RE6.01.35374.mzXML	CF342.-124D.RF4.01.35396.mzXML	CF343.77D.RH6.01.35450.mzXML	CF344.-196D.RD7.01.35350.mzXML	CF344.21D.RG10.01.35433.mzXML	CF35.-362D.RA3.01.35264.mzXML	CF353.128D.BA3.01.35472.mzXML	CF355.-266D.RC1.01.35312.mzXML	CF356.16D.RG8.01.35429.mzXML	CF371.-14D.RF8.01.35404.mzXML	CF374.128D.BA2.01.35470.mzXML	CF375.91D.RH10.01.35458.mzXML	CF377.21D.RG11.01.35435.mzXML	CF95.-224D.RC7.01.35324.mzXML
348	58640	16514	75725	60211	235527	261287	27091	36506	16311	33532	478	33871	25984	171092	12236	6721	27294	521647	91600	26144	50438	1545	26043	236063	3802	1546	15498	4709	281956	1325883	18381	408548	241753	28383	457668	23522	36590	114798	61435	1335	4077	432579	126272	42372	11836	33208	1085558	10131	17796	2434	43636	93853	103107	106282	34726	958857	159326	29899	375455	298810	1127	783	1109	25108	84597	316989	307569	1057	38092	19912	4046	299514	33462	859583	731632	69148	16198	691	416844	121626	59324	54524	37581	10225	165253	75589	10679	6551	210824	20687	254482	25411	27406	735	464565	18512	19412	135685	485309	5050	4088	600855
349	383104	88799	625	14668	278890	3559	187161	108595	69333	129568	3458	35632	183878	12683	2611	17842	110712	2467	193894	312437	62982	14057	110448	77784	62275	131624	121931	167477	3333	15735	771	265117	114472	45409	19555	172313	384357	91816	31107	15458	105789	51945	190156	318314	203433	311702	151448	189021	409912	2443	3243	127863	392495	562434	246983	75561	162105	182296	98998	49920	54533	18513	1086	153708	659530	406182	224789	8316	130701	395856	588	161670	137869	62030	578092	505425	17084	7910	2157	7970	2318	93356	6344	291708	22159	82813	3647	48077	129614	294705	129332	144835	25288	6485	86088	83156	527142	1260396	53600	71727	52122	171471
350	82869	11424	241372	15989	147904	407117	28713	57043	12940	37100	1198	23285	115525	367425	20371	9388	78320	563496	119433	15828	406702	2439	298241	247967	14914	8599	56471	10436	248296	631860	16768	258337	606140	32989	107717	29361	119605	18065	87825	1689	7415	190833	100141	142478	374773	321673	528762	12903	153022	2732	25767	683897	308080	141253	17133	593579	123762	24287	355016	135947	665	491	0	155586	162025	15905	89888	6019	265182	26384	38003	146712	25364	382909	384671	39564	173943	501	413204	256016	483318	174639	114474	16297	141885	48179	21151	13367	291143	88775	76670	33766	48462	1730	66626	16317	111131	458875	243531	3797	8934	138341
351	143436	88030	274117	193655	103050	238851	110689	59992	95598	67382	1828	116810	186696	330367	100014	111559	390128	168273	312412	85407	175842	81851	222442	108381	61467	106928	168731	35342	89499	681570	143083	61961	119411	284919	218842	69860	263989	106592	195119	54678	17798	234457	44256	189418	125971	162922	142131	104472	237850	178714	253431	108384	254032	75959	76231	29033	148837	239198	169818	179907	163393	16107	83853	160235	63418	124402	149246	77545	296862	70923	1442	280102	184631	23558	68574	1647	230831	27046	284721	187098	247094	269194	36133	159976	33067	118198	24776	80025	234065	189572	108648	154200	249504	6160	335209	84580	215145	72801	101102	165915	62565	100205
352	131099	16461	13719	16512	347488	262267	88075	57203	12513	127817	1162	191847	213727	392375	5630	3394	168381	18413	351853	28826	479844	1880	62075	435261	19604	3788	75413	15548	6409	29986	15524	483386	159653	81723	750396	38932	177422	88913	116522	1025	29737	105944	28308	184691	617451	266629	59873	16954	97150	4369	35524	292122	382796	230949	133688	56688	50982	59892	196874	307986	1483	1435	761	19646	216999	390165	292344	3827	283681	43331	10890	201421	2305	19423	149575	63604	525035	1056	14895	28335	28516	68431	235032	15577	139108	462460	1863	1901	150246	115344	553781	77884	80898	1853	363964	18383	362898	445240	467089	1931	30508	374807
353	198716	31227	43835	22602	144648	31595	128818	266339	84667	103389	1299	45497	88753	449189	38459	66381	287152	366119	194818	58645	519964	21998	47216	309215	36106	112303	92035	31482	126504	97421	31468	310059	69636	44871	50946	137520	113102	32305	105729	9371	39416	95926	101600	281716	359144	449327	54011	100068	122071	13336	118855	556142	304154	115122	123333	39586	13135	184471	546052	22201	2712	0	0	295309	285433	280170	118713	11975	456718	30556	7584	126661	12725	37969	32605	102056	339074	0	23001	160678	104489	471715	190819	70518	125748	123562	100964	73589	306838	139611	432582	142869	104121	3592	316706	153371	172997	292468	266213	43603	33289	265911
354	99299	6544	18068	150368	279731	3731	56652	82011	7338	68220	324	0	61522	369751	1861	2530	506274	87819	332791	10855	915219	1969	23144	41981	15489	4225	17221	11047	72707	14957	1441	443489	443104	14797	985941	25668	47438	0	245536	957	3866	473698	128303	11731	134665	313352	217378	7935	116683	6822	3080	747752	932569	267767	41196	19541	16150	0	386186	130088	1137	0	1400	261445	176194	166221	257364	1067	502691	17978	2161	171568	2483	76367	599460	35778	557332	1094	28576	101971	9334	95467	46885	6777	30156	303332	6084	3730	118748	11264	118486	37698	24814	1376	12337	20352	126790	804124	14377	2771	17215	573469
355	3222	2959	3319	0	5829	2864	11470	1649	1656	2645	711	441	1763	2386261	591	1748	1380	2762	4769	743	1583	645	5285104	7809	819	1177	971	1365	4134	1241	1105	4744	6065	350	1163	1414	808	244255	1391	1049	3010	0	1446	6040	4262	1351394	10174	904	2859	624	5232	1384	7486	17636	5313	5907	29670	291627	7655	6942	368	484	392	3627	0	7570	1125	644	4952	1662	466	1366	109099	12011	414	1238337	1521815	712	9327	1643	0	2090	0	2404	0	572842	788	353	5926	5555	1677	1150	1240	738	1445613	1902	3216	514	659	1704	675	17018
356	534341	100579	28776	26671	61890	12675	324543	305750	252465	347691	31573	228672	101707	60665	222796	121005	109337	125181	78773	68890	61652	26341	10581	155179	378511	30375	100916	186705	13618	48402	308530	179253	11122	140769	29890	299812	169442	61706	380039	15848	100430	137248	302633	42980	72581	19311	29691	140849	456825	115110	270568	30770	169558	117705	356928	23621	28680	63336	152456	74197	4470	15060	7273	73460	222657	94708	95157	64831	35316	250980	4348	151611	97635	13701	115097	18495	61365	25827	53789	565729	152679	557906	328039	345171	329660	82723	259653	342596	103382	162260	98169	170159	174970	12200	0	68526	214938	93429	77760	421223	212469	37310
357	75210	2311	155412	1668	123417	197459	12511	141309	2231	14968	1305	47224	204487	128766	4954	3899	245965	353596	137806	13165	314271	1753	196449	285029	1902	741	35104	6607	226946	177672	6604	272672	600292	19424	317914	3235	119298	28614	89831	491	4140	236587	139526	287467	352812	233693	273910	9636	197354	0	13227	558323	282943	175093	63470	376667	770401	25013	282336	97792	918	528	576	159528	264670	296578	315751	976	499693	9667	15800	187873	2073	267593	436987	70457	155106	554	163505	228321	262358	89114	92535	15041	30204	198191	7501	1332	134880	36849	321755	7559	8545	469	85446	3441	174153	484017	180880	442	3429	463822
358	77894	0	28795	50814	131712	37606	10543	25271	2473	21579	0	22989	83330	243081	0	1708	22670	268577	187726	2569	455592	773	33172	598723	3880	397	19191	5077	57135	370101	1027	413155	518827	18604	465551	3969	28917	10893	145771	1339	2395	99760	25201	152297	562824	369955	368770	9944	201554	0	8908	534061	174043	353798	12142	344087	127711	25440	138810	206985	0	1101	0	260538	145434	119720	356360	2060	277681	8232	25164	58849	2460	131306	207873	60949	313062	0	25409	20547	23549	112088	92607	1372	47111	2403072	4020	1036	49854	25764	590302	20161	10446	4425	92433	2875	63579	361629	219447	1556	1625	365073
359	302760	29037	28330	32487	371160	6172	200517	265870	35558	160669	17888	79739	219086	443823	6642	2126	286371	140189	332076	24337	352819	5316	66716	239299	11886	6041	117253	17969	77930	3912	17490	316359	12588	87540	160132	47958	199951	33097	228989	2590	25240	198168	195959	43038	203340	230303	9490	46815	116692	1210	44656	199677	457612	342835	178493	9758	6301	129420	566721	351446	5611	1047	1003	287824	212225	162339	99331	3853	383112	17184	3712	310578	7699	9928	205553	256198	143095	649	10895	279233	99057	384356	377384	16623	290745	135768	4597	11779	386058	135311	337193	125157	98738	2205	159748	53619	429951	336128	88365	2044	26680	301725
360	243856	153306	12951	12023	235851	135729	84799	13082	15793	48610	4534	37416	74564	338131	426273	163460	51924	322855	218383	80087	405172	27709	228025	686511	43511	11840	16713	28265	152098	155626	229960	356582	254290	31267	373244	30697	204675	15968	165363	5399	16880	45245	30109	346651	503918	159689	108685	47929	402729	149497	28714	316678	371222	267772	38079	66670	312505	33878	153866	145921	14284	75456	19039	189316	261741	158178	379869	26380	199530	77097	40129	149391	2817	20045	282201	180446	338940	32438	90334	32553	11858	94314	35109	9744	30291	159948	19822	16868	83966	28049	536370	17958	34882	1601	79040	13447	81835	407680	145550	173283	50068	267091
361	176627	23988	30049	5208	264314	10188	75693	49190	13272	61630	534	143136	341676	390465	1710	6690	80364	58905	306804	11395	426615	1292	16684	528806	17418	2364	58449	7774	32066	35512	4331	528481	102674	53351	467209	12480	134573	178088	401589	521	3117	179648	116631	2918	458118	273677	41102	13467	187123	2452	15739	229407	324545	225948	198529	48032	38242	83692	225221	183717	551	438	422	269350	318859	355598	480814	452	283653	24308	9302	195194	13206	17971	267463	384499	299721	0	10688	36198	27899	197309	172547	2097	110177	360769	4058	1727	116655	53772	456509	88212	46493	0	265366	14612	216615	433743	405636	0	28379	522381
362	43901	201459	69548	25770	51308	311764	29399	55567	30448	31255	12141	22660	117610	43280	11773	4889	43040	967658	268307	12720	126181	11279	592417	136934	28599	10314	89871	31493	1085875	3025265	8252	16801	400317	44578	232770	4490	122211	11328	84350	2606	6853	129523	63910	277993	42640	66203	34059	20260	168144	7421	10999	74616	324925	147491	107781	185502	258676	25545	196451	159806	7006	2246	4829	26015	46136	11500	242629	13373	109537	27094	243593	24037	37918	135335	206892	3453	412418	2556	612361	40150	191164	18709	40519	9267	27845	32881	93560	25811	43229	30072	86043	72647	94870	82907	43180	13972	34575	78310	142543	31876	129987	111135
363	30016	3347	4792	11797	259185	6933	12986	292626	8273	41074	5303	31322	592493	198801	2662	6297	99929	29718	162439	7334	417353	1149	69050	30351	4528	3625	80768	6508	20380	13352	1166	285303	62696	73011	474727	27307	171560	36821	184258	1465	4492	305456	134629	81886	308425	705894	9679	12515	361743	933	12511	458815	344283	354753	35448	56242	44334	13353	462882	137986	882	960	0	370451	378812	539168	384216	1777	511602	0	6712	229317	5149	6529	149262	19583	150162	0	16538	49040	22020	313047	147673	24137	126851	417810	3428	1762	197830	79621	401355	31303	38719	2399	11575	21542	500035	769024	160537	311	2926	620654
364	62995	8487	38250	17879	122717	205594	19654	38293	18635	26624	706	53700	218513	211686	15989	20805	26612	168636	178337	16570	435499	8633	29739	489199	11970	1231	37052	11849	36108	84295	8317	398396	216564	24507	333912	18383	83017	63190	167307	926	14497	460240	208737	89763	352603	282621	140738	11105	101433	780	36135	1031429	249776	198611	59886	241306	54901	22384	308523	158951	1014	943	490	218607	144844	208946	512900	590	486292	31823	8563	222372	807	153021	502837	356247	202467	292	108030	236090	120220	76598	86487	30700	121185	217758	7693	4166	133555	74334	501811	45157	33882	1076	299120	5179	110803	351698	347807	2441	16799	392525
365	259013	0	100301	119787	58778	53975	78613	91931	34380	32400	51423	96663	217608	852449	99260	67732	207568	112020	566090	66127	91383	99594	192534	127612	79154	198654	165581	167155	145712	783033	87027	52292	436744	52150	27409	74710	15361	45517	190149	53262	63688	71490	132765	104292	117220	203905	203049	80480	451898	61314	68331	23007	523282	164844	271093	170747	182274	46001	144404	329364	87519	63536	54557	25306	31356	74019	91995	114503	115091	86323	49203	99423	43259	113494	70472	43596	34726	49997	18104	160679	78923	109747	97909	74138	91508	110995	172295	136426	44740	275573	56903	24894	211600	131751	181992	129678	78596	29670	232803	562426	318067	44485
366	0	777	252423	6968	86098	189147	88242	37933	18010	130129	54067	0	82497	769859	0	108422	0	301649	167208	233937	21652	90478	0	127863	0	0	92432	57777	713476	123736	0	193066	430192	0	352341	13908	42868	19649	5192	43114	3987	160956	0	0	0	1868	0	153938	293576	268662	62024	13114	169043	43590	6276	184993	0	0	282485	216922	0	0	93609	563768	662275	592398	1975	365809	0	33023	14801	343390	122758	0	35599	0	122144	0	882335	978766	51087	0	271618	131146	18502	345645	34309	39683	183414	604260	65451	27297	14891	58419	432802	3676	14651	269874	10542	62932	80204	33881
367	47953	6470	53199	20823	168482	28851	16781	103434	21990	25878	196130	36286	145133	13908	22358	59462	240942	180814	66197	28761	137656	15316	279486	129479	31436	51938	19460	7649	424508	2158891	10004	104874	862231	10928	149039	19358	123222	17793	46038	9894	29421	244544	100503	139523	126269	79570	62995	22229	227550	22386	9107	214857	155155	259843	21480	228488	828548	8204	186569	71214	16742	6361	14731	88252	101300	106897	149302	5492	168173	26651	26252	138124	11825	1223060	264147	17451	95952	7892	870838	265073	203522	94130	42415	31336	91570	162869	8963	14444	162236	28770	125737	22153	7200	29904	22419	33081	76516	28850	84054	29995	4218	154570
368	29794	3018	279900	6919	223638	89494	17210	38994	11349	19861	2799	7819	293447	243883	10324	8102	199871	214783	49095	8562	222850	16873	19719	441166	22307	5811	79758	7014	158717	184121	15625	458812	202640	10979	188466	38621	48243	24877	142826	2679	14346	79185	13784	215249	463384	492720	97136	30418	101911	1850	43009	546585	394902	15057	58997	182454	154833	37696	161787	366018	712	1100	634	331343	52156	326752	81277	8915	156616	12424	0	274101	24365	110622	117585	399484	420779	464	89703	105621	71788	136859	120572	19046	79486	952090	12529	11046	204551	226870	447635	49123	48843	733	401842	26936	42831	467411	343820	7792	4203	446529
369	225749	6630	145884	4119	234106	90716	40718	97018	7304	29379	370	28366	294235	71201	1122	1456	287496	89243	96040	10003	344972	1026	292385	46508	25246	3760	106314	3780	86303	83057	5718	87232	857972	43501	266339	16762	308427	8972	58801	547	17091	718411	184226	163812	56993	401465	136265	45007	381799	593	5549	654030	404200	289835	17991	43521	530202	11995	371327	94093	493	421	0	197303	457111	255554	66606	719	590423	33768	1206	170622	5795	152027	483070	74136	65563	0	29078	53687	37889	303231	51311	19428	103415	151569	4455	1829	205898	165989	109473	25079	33583	2167	45878	16546	203699	758873	15637	0	8116	309147
370	247759	7920	26646	33638	586289	870	84696	6444	39471	47569	672	4701	138448	9908	989	567	20612	10269	314006	223877	105340	6566	39695	232352	3224	76480	217474	13233	4500	1165	4361	99979	193259	25898	13909	143876	608778	12562	14020	2387	31489	29163	89285	392352	429853	337636	186627	147636	565701	604	26206	93620	465450	433479	208019	135577	39382	618205	124415	5337	6869	801	530	402908	473239	429206	29143	8632	68419	32314	369	17383	171647	7847	695474	303055	23607	5195	18240	39275	21501	135800	9515	104950	8880	82622	33545	58456	100154	1070659	176163	34289	25341	388	152279	48811	416499	665722	26526	15050	5848	222028
371	138187	466489	0	20794	12365	4101	289012	37426	761522	774469	0	70188	26797	87081	1242311	361103	15321	0	84151	453087	30841	7225	3265	129603	266271	47505	46692	161355	0	0	601705	38777	0	98191	19560	1017435	41365	0	57393	24494	111083	0	0	0	41752	48439	0	0	49247	578374	1081297	0	53927	5307	58253	0	3917	30488	29409	95657	138639	86506	48033	63609	8473	22291	27856	36862	24921	62937	2436	50729	29690	6223	0	0	53622	536518	0	0	3869	96549	63983	188512	138608	23448	105424	137696	124876	3882	78783	348627	35908	1413	0	1478095	129225	21808	11270	111259	140309	31108
372	246795	11647	151994	6452	194915	159064	32274	25847	12061	16114	711	86868	125601	326649	17946	8638	57222	579248	148264	19064	300499	2828	95653	405685	33214	2285	29297	12987	194926	477941	15342	250488	639471	13478	294127	36605	119931	17181	144602	1091	6786	137352	91095	159414	286015	236485	445489	22531	166928	495	36643	414211	179706	200833	29011	620378	154824	21838	248747	150756	1066	771	1177	137890	164253	89595	193366	2258	168378	24918	10942	190846	2199	315000	503474	0	210426	500	239451	227009	375487	219618	122342	16811	145703	129467	9339	8960	221437	31364	317750	31233	21087	1358	250012	20040	90879	260393	118786	3392	15898	252896
373	156751	14229	61502	75063	33798	31153	52633	55220	35214	36042	33184	57350	141463	1000696	57508	40728	116549	69920	941567	44171	52234	56584	223254	201172	56817	119049	26507	91564	91818	1260807	51939	38443	705605	33875	25833	45300	27776	22503	270526	27314	36146	41012	85660	40286	178976	178492	341286	54916	708552	37116	41008	59916	848364	240489	234235	181168	113322	27525	225252	303084	44383	46728	31102	25405	44037	43375	11511	66890	65781	23661	30590	56992	32210	67823	25376	19522	17827	32411	189680	102811	56829	71385	66980	43093	54424	175733	100827	87887	33307	47648	34022	48718	128963	97211	162300	71362	55094	27725	208057	814815	182775	28161
374	4703	1730	234106	9121	153245	306731	7967	37538	210770	12896	119395	1739	33612	12704	6045	62423	0	10002	231823	5835	262759	15611	0	234454	26869	0	24913	2011	52646	118403	1738	0	1351121	0	185826	26542	57757	15295	24951	9889	5543	615044	450576	0	0	2182	14969	32065	298452	178924	9808	151847	23977	1014069	0	232452	0	0	37111	5240	0	0	9877	318975	407651	348195	2593	245720	118318	719518	1203	611570	254212	147970	11369	0	3146	37023	89070	36007	278893	0	53355	0	2551	80686	69027	985413	12356	243099	21951	51196	80222	256242	342210	37115	2794	590080	8112	3056	590173	2126
375	177815	90237	5895	37055	126223	2557	28149	72876	26163	23504	1491	75914	244953	255686	173267	376245	83052	86203	137597	21112	190054	1717	111073	360251	11670	3649	8490	6375	16228	14651	2389	402444	266356	19461	163525	10306	120570	71980	137528	1234	4703	186743	46070	105172	346197	187010	143076	5571	180753	3419	37755	182007	304923	157173	81009	31039	152191	72762	306950	151846	1382	3014	3631	146000	217010	341744	247771	2023	238004	19897	2996	101387	8324	36428	184909	92231	292817	4686	12132	25726	5873	99647	57228	3290	38492	2784896	10666	11885	187953	22646	434832	29541	16969	1105	255663	49027	136755	529894	360266	11918	18552	304007
376	95411	874	47245	25709	122098	26141	109869	55477	21969	42261	87651	30693	268832	520154	20369	65819	115196	49009	175793	28013	32879	68725	322226	172507	130395	172505	220874	17917	102181	69154	37711	105821	219840	21073	40766	161327	216856	38163	106903	16307	124730	521412	747798	294683	511935	1217	453866	392554	349354	43033	23242	79508	101450	139309	0	436725	378286	478504	35608	1223	16395	15569	13172	213487	54628	235355	992	47310	79198	456516	8741	422416	137235	299801	234666	62891	8201	32376	41051	63415	63484	200342	11746	24277	20503	53801	171289	123511	189892	224038	32705	49013	30277	27337	48194	76050	239259	502904	35029	66850	42774	28077
377	144815	2311	134129	1668	113311	110976	12511	117353	2231	14968	889	47224	286494	207163	1642	3899	115365	628391	180993	13165	264619	1753	80190	250096	2210	741	27141	5883	173792	325723	2051	280571	432379	19424	232773	3235	105120	44861	126556	757	4140	426536	82433	411827	322218	376406	473680	10580	244953	0	13227	313078	343363	156805	63470	166917	335193	28411	144158	110860	918	528	576	202634	314573	223668	441207	976	313929	9667	13668	72448	2073	162246	286351	277688	183415	554	253836	128081	189291	153927	47643	15041	48552	249754	9148	1220	70933	36849	315175	6223	8545	769	211956	3441	193404	408539	215766	442	2467	332049
378	101148	12738	0	1704	247046	12834	63732	137478	20065	43017	1224	68293	245405	262726	1288	878	44158	28264	300153	440	545885	1601	59962	39771	6002	3431	27212	2516	12938	0	802	357152	124024	18965	766314	13097	125973	16375	232792	1279	4923	367432	70710	224620	307349	512271	23292	36901	231521	1032	7197	451097	642629	390305	42618	4244	43500	23792	318900	175864	470	449	0	359816	393677	395380	231928	1455	504711	46590	3847	166232	4201	13812	244849	293088	263454	512	0	22693	11112	151324	115060	4908	58521	348102	2779	5149	172886	32247	365895	16208	38296	0	89622	16749	301649	792329	141191	1346	4309	491410
379	32440	12102	655378	45288	29398	177710	33796	17954	19659	10629	471	10294	34320	168462	11790	11762	270001	349144	215532	30961	45822	64432	523099	36172	6956	12233	31354	12687	148054	3216283	21809	9491	241297	74976	93320	35866	145529	27961	29570	2010	2999	165536	190681	87804	19631	41622	101937	33997	470641	102218	461886	24884	114662	38325	33023	149681	671506	186702	43801	31553	20063	380	6352	87762	12117	15728	110655	15239	216926	11590	710	124817	101889	68343	265841	17469	82126	577	802793	301820	352550	101734	197044	41552	211728	21161	71706	25292	147522	157732	13468	48790	73546	616	100043	14618	70783	47718	14808	17711	13478	30846
